,cost time,FPS,1,2,3,coordinate,len
408.png,0.007194995880126953,138,pottedplant,,,"[[125, 301, 1496, 1079]]",1
409.png,0.006498575210571289,153,,,,[],0
410.png,0.00655364990234375,152,,,,[],0
411.png,0.006518363952636719,153,,,,[],0
412.png,0.006487369537353516,154,,,,[],0
413.png,0.0065174102783203125,153,,,,[],0
414.png,0.00632929801940918,157,,,,[],0
415.png,0.006497621536254883,153,,,,[],0
416.png,0.006541013717651367,152,,,,[],0
417.png,0.006764650344848633,147,,,,[],0
418.png,0.006661176681518555,150,,,,[],0
419.png,0.006592273712158203,151,,,,[],0
420.png,0.006532907485961914,153,,,,[],0
421.png,0.0065233707427978516,153,,,,[],0
422.png,0.006568193435668945,152,,,,[],0
423.png,0.00720524787902832,138,bird,,,"[[552, 368, 782, 535]]",1
424.png,0.0074367523193359375,134,bird,,,"[[515, 370, 792, 541]]",1
425.png,0.006500720977783203,153,,,,[],0
426.png,0.0064830780029296875,154,,,,[],0
427.png,0.006462574005126953,154,,,,[],0
428.png,0.006471157073974609,154,,,,[],0
429.png,0.006443977355957031,155,,,,[],0
430.png,0.006474494934082031,154,,,,[],0
431.png,0.00692439079284668,144,,,,[],0
432.png,0.006451129913330078,155,,,,[],0
433.png,0.0065648555755615234,152,,,,[],0
434.png,0.006546497344970703,152,,,,[],0
435.png,0.007186174392700195,139,car,,,"[[739, 410, 1193, 683]]",1
436.png,0.007259845733642578,137,car,,,"[[731, 398, 1193, 717]]",1
437.png,0.006577730178833008,152,,,,[],0
438.png,0.006536722183227539,152,,,,[],0
439.png,0.006464958190917969,154,,,,[],0
440.png,0.006527423858642578,153,,,,[],0
441.png,0.006516933441162109,153,,,,[],0
442.png,0.007204294204711914,138,car,,,"[[522, 307, 1163, 936]]",1
443.png,0.006509542465209961,153,,,,[],0
444.png,0.006750822067260742,148,,,,[],0
445.png,0.006502389907836914,153,,,,[],0
446.png,0.006489276885986328,154,,,,[],0
447.png,0.006484031677246094,154,,,,[],0
448.png,0.006492137908935547,154,,,,[],0
449.png,0.006448507308959961,155,,,,[],0
450.png,0.006544589996337891,152,,,,[],0
451.png,0.006512165069580078,153,,,,[],0
452.png,0.00716710090637207,139,car,,,"[[90, 298, 1208, 964]]",1
453.png,0.007218837738037109,138,car,,,"[[90, 298, 1208, 964]]",1
454.png,0.0078582763671875,127,car,,,"[[339, 125, 1230, 783]]",1
455.png,0.00756525993347168,132,car,,,"[[373, 71, 1248, 709]]",1
456.png,0.007531881332397461,132,car,,,"[[350, 88, 1310, 788]]",1
457.png,0.0075418949127197266,132,car,,,"[[437, 50, 1456, 703]]",1
458.png,0.006550312042236328,152,,,,[],0
459.png,0.006523609161376953,153,,,,[],0
460.png,0.007199764251708984,138,person,,,"[[807, 557, 1127, 1008]]",1
461.png,0.007249116897583008,137,person,,,"[[816, 553, 1119, 1003]]",1
462.png,0.007699012756347656,129,person,train,,"[[816, 550, 1127, 1004], [292, 88, 1637, 655]]",2
463.png,0.007941961288452148,125,person,train,,"[[897, 565, 1250, 1013], [285, 91, 1636, 654]]",2
464.png,0.007934093475341797,126,person,train,,"[[903, 563, 1246, 1012], [281, 91, 1637, 652]]",2
465.png,0.007547616958618164,132,train,,,"[[282, 88, 1634, 653]]",1
466.png,0.006644487380981445,150,,,,[],0
467.png,0.00652623176574707,153,,,,[],0
468.png,0.007704734802246094,129,car,person,,"[[330, 161, 1642, 741], [931, 643, 1212, 1051]]",2
469.png,0.007185220718383789,139,car,,,"[[255, 70, 1683, 853]]",1
470.png,0.007282733917236328,137,car,,,"[[328, 100, 1833, 961]]",1
471.png,0.006814479827880859,146,car,,,"[[98, 99, 1888, 956]]",1
472.png,0.007470846176147461,133,car,,,"[[107, 100, 1874, 959]]",1
473.png,0.007183551788330078,139,car,,,"[[128, 83, 1866, 984]]",1
474.png,0.006479501724243164,154,,,,[],0
475.png,0.007342338562011719,136,car,,,"[[816, 515, 1158, 893]]",1
476.png,0.0072002410888671875,138,car,,,"[[812, 524, 1153, 882]]",1
477.png,0.007344245910644531,136,car,,,"[[818, 524, 1150, 887]]",1
478.png,0.007142543792724609,140,car,,,"[[818, 524, 1150, 887]]",1
479.png,0.0071527957916259766,139,car,,,"[[842, 521, 1141, 897]]",1
480.png,0.00715327262878418,139,car,,,"[[835, 510, 1153, 900]]",1
481.png,0.007158994674682617,139,car,,,"[[837, 517, 1153, 893]]",1
482.png,0.00760197639465332,131,car,,,"[[833, 505, 1153, 913]]",1
483.png,0.007428646087646484,134,car,,,"[[830, 521, 1148, 881]]",1
484.png,0.006821632385253906,146,car,,,"[[828, 523, 1155, 876]]",1
485.png,0.0074748992919921875,133,car,,,"[[833, 519, 1144, 878]]",1
486.png,0.007278919219970703,137,car,,,"[[833, 521, 1153, 887]]",1
487.png,0.007282733917236328,137,car,,,"[[834, 519, 1153, 892]]",1
488.png,0.006520509719848633,153,,,,[],0
489.png,0.006579160690307617,151,,,,[],0
490.png,0.0072481632232666016,137,car,,,"[[825, 508, 1150, 904]]",1
491.png,0.006546735763549805,152,,,,[],0
492.png,0.006539583206176758,152,,,,[],0
493.png,0.006513118743896484,153,,,,[],0
494.png,0.006525754928588867,153,,,,[],0
495.png,0.006532430648803711,153,,,,[],0
496.png,0.00650334358215332,153,,,,[],0
497.png,0.006533384323120117,153,,,,[],0
498.png,0.006931781768798828,144,,,,[],0
499.png,0.007159709930419922,139,person,,,"[[856, 531, 1042, 716]]",1
500.png,0.006159782409667969,162,,,,[],0
501.png,0.0065631866455078125,152,,,,[],0
502.png,0.006550312042236328,152,,,,[],0
503.png,0.006572246551513672,152,,,,[],0
504.png,0.0065441131591796875,152,,,,[],0
505.png,0.007264137268066406,137,car,,,"[[776, 475, 1117, 809]]",1
506.png,0.006530284881591797,153,,,,[],0
507.png,0.007462263107299805,134,car,,,"[[710, 488, 1101, 896]]",1
508.png,0.006943941116333008,144,,,,[],0
509.png,0.00651097297668457,153,,,,[],0
510.png,0.0076563358306884766,130,car,,,"[[643, 479, 1192, 892]]",1
511.png,0.007008552551269531,142,car,,,"[[644, 477, 1215, 880]]",1
512.png,0.007287025451660156,137,car,,,"[[651, 484, 1257, 866]]",1
513.png,0.0075244903564453125,132,car,,,"[[642, 483, 1258, 861]]",1
514.png,0.007455348968505859,134,car,,,"[[616, 489, 1236, 851]]",1
515.png,0.007533073425292969,132,car,,,"[[610, 502, 1242, 835]]",1
516.png,0.007573604583740234,132,car,,,"[[602, 521, 1264, 815]]",1
517.png,0.007504701614379883,133,car,,,"[[623, 512, 1281, 823]]",1
518.png,0.007784605026245117,128,car,,,"[[641, 512, 1259, 824]]",1
519.png,0.007700443267822266,129,car,,,"[[629, 509, 1275, 826]]",1
520.png,0.00758051872253418,131,car,,,"[[642, 511, 1265, 825]]",1
521.png,0.007886886596679688,126,car,,,"[[624, 514, 1261, 826]]",1
522.png,0.0073964595794677734,135,car,,,"[[635, 520, 1283, 820]]",1
523.png,0.007529735565185547,132,car,,,"[[634, 511, 1266, 830]]",1
524.png,0.007544040679931641,132,car,,,"[[643, 504, 1269, 835]]",1
525.png,0.0075032711029052734,133,car,,,"[[639, 510, 1249, 827]]",1
526.png,0.007596254348754883,131,car,,,"[[639, 510, 1249, 827]]",1
527.png,0.007813215255737305,127,car,,,"[[634, 505, 1249, 835]]",1
528.png,0.007504463195800781,133,car,,,"[[627, 508, 1257, 827]]",1
529.png,0.007147073745727539,139,car,,,"[[612, 491, 1231, 856]]",1
530.png,0.007500171661376953,133,car,,,"[[631, 488, 1239, 850]]",1
531.png,0.00777888298034668,128,car,,,"[[626, 493, 1258, 850]]",1
532.png,0.007478237152099609,133,car,,,"[[638, 493, 1264, 849]]",1
533.png,0.0075953006744384766,131,car,,,"[[648, 480, 1257, 873]]",1
534.png,0.0074651241302490234,133,car,,,"[[646, 495, 1255, 860]]",1
535.png,0.007536411285400391,132,car,,,"[[636, 492, 1291, 862]]",1
536.png,0.007469892501831055,133,car,,,"[[631, 485, 1269, 870]]",1
537.png,0.00702357292175293,142,car,,,"[[649, 482, 1272, 877]]",1
538.png,0.0077533721923828125,128,car,,,"[[639, 489, 1279, 863]]",1
539.png,0.007533550262451172,132,car,,,"[[651, 480, 1269, 874]]",1
540.png,0.007584095001220703,131,car,,,"[[657, 481, 1267, 876]]",1
541.png,0.007549285888671875,132,car,,,"[[667, 481, 1273, 873]]",1
542.png,0.007506608963012695,133,car,,,"[[661, 478, 1280, 874]]",1
543.png,0.0075190067291259766,132,car,,,"[[648, 485, 1295, 864]]",1
544.png,0.0076198577880859375,131,car,,,"[[640, 479, 1277, 879]]",1
545.png,0.007537841796875,132,car,,,"[[663, 476, 1282, 876]]",1
546.png,0.007602214813232422,131,car,,,"[[642, 483, 1279, 869]]",1
547.png,0.007462978363037109,133,car,,,"[[681, 470, 1268, 897]]",1
548.png,0.007610797882080078,131,car,,,"[[675, 469, 1237, 882]]",1
549.png,0.007623910903930664,131,car,,,"[[670, 470, 1249, 882]]",1
550.png,0.0077474117279052734,129,car,,,"[[684, 465, 1234, 901]]",1
551.png,0.0077707767486572266,128,car,,,"[[684, 465, 1234, 901]]",1
552.png,0.00780797004699707,128,car,,,"[[669, 471, 1278, 878]]",1
553.png,0.0075643062591552734,132,car,,,"[[665, 463, 1246, 884]]",1
554.png,0.007711648941040039,129,car,,,"[[693, 470, 1259, 883]]",1
555.png,0.007606983184814453,131,car,,,"[[672, 470, 1265, 879]]",1
556.png,0.007738828659057617,129,bicycle,chair,,"[[726, 115, 1117, 649], [739, 25, 1107, 388]]",2
557.png,0.007566928863525391,132,bicycle,,,"[[788, 117, 1150, 646]]",1
558.png,0.006542205810546875,152,,,,[],0
559.png,0.006593227386474609,151,,,,[],0
560.png,0.0066072940826416016,151,,,,[],0
561.png,0.007249593734741211,137,bicycle,,,"[[251, 123, 818, 821]]",1
562.png,0.0072481632232666016,137,bicycle,,,"[[222, 312, 843, 933]]",1
563.png,0.0065500736236572266,152,,,,[],0
564.png,0.007233858108520508,138,bicycle,,,"[[219, 350, 1003, 919]]",1
565.png,0.007592439651489258,131,bicycle,,,"[[166, 411, 963, 987]]",1
566.png,0.007579326629638672,131,bicycle,,,"[[79, 440, 1020, 983]]",1
567.png,0.007567882537841797,132,bicycle,,,"[[48, 426, 1042, 1000]]",1
568.png,0.0065000057220458984,153,,,,[],0
569.png,0.007228374481201172,138,bicycle,,,"[[189, 417, 1119, 1009]]",1
570.png,0.0065457820892333984,152,,,,[],0
571.png,0.00651240348815918,153,,,,[],0
572.png,0.006567716598510742,152,,,,[],0
573.png,0.006582736968994141,151,,,,[],0
574.png,0.007573843002319336,132,bicycle,,,"[[464, 254, 1401, 837]]",1
575.png,0.006867885589599609,145,bicycle,,,"[[464, 254, 1401, 837]]",1
576.png,0.007614612579345703,131,bicycle,,,"[[477, 260, 1394, 832]]",1
577.png,0.007942676544189453,125,bicycle,,,"[[476, 258, 1400, 834]]",1
578.png,0.0073089599609375,136,bicycle,,,"[[475, 256, 1399, 835]]",1
579.png,0.008072853088378906,123,bicycle,,,"[[476, 257, 1398, 833]]",1
580.png,0.007894039154052734,126,bicycle,,,"[[440, 225, 1438, 869]]",1
581.png,0.007586956024169922,131,bicycle,,,"[[429, 269, 1433, 918]]",1
582.png,0.007953882217407227,125,bicycle,person,,"[[449, 108, 1497, 960], [599, 7, 1095, 739]]",2
583.png,0.007747173309326172,129,bicycle,person,,"[[190, 167, 1431, 1033], [204, 25, 1408, 1023]]",2
584.png,0.007147789001464844,139,person,,,"[[32, 35, 1333, 1041]]",1
585.png,0.007211208343505859,138,person,,,"[[55, 664, 1302, 1079]]",1
586.png,0.007504701614379883,133,person,,,"[[39, 703, 1341, 1065]]",1
587.png,0.00652003288269043,153,,,,[],0
588.png,0.007268667221069336,137,bird,,,"[[535, 47, 1120, 881]]",1
589.png,0.007718324661254883,129,bicycle,person,,"[[478, 429, 1436, 1079], [471, 28, 1188, 1055]]",2
590.png,0.00728297233581543,137,bicycle,person,,"[[496, 471, 1463, 1079], [452, 44, 1222, 1046]]",2
591.png,0.0071430206298828125,139,person,,,"[[442, 164, 1231, 1073]]",1
592.png,0.0065195560455322266,153,,,,[],0
593.png,0.0074884891510009766,133,person,,,"[[523, 341, 1365, 1065]]",1
594.png,0.006595134735107422,151,,,,[],0
595.png,0.007124185562133789,140,bird,,,"[[891, 369, 1220, 731]]",1
596.png,0.006494760513305664,153,,,,[],0
597.png,0.006585359573364258,151,,,,[],0
598.png,0.0078105926513671875,128,motorbike,,,"[[610, 524, 1343, 1037]]",1
599.png,0.0071048736572265625,140,person,,,"[[715, 475, 1234, 940]]",1
600.png,0.007142543792724609,140,person,,,"[[715, 475, 1234, 940]]",1
601.png,0.007235527038574219,138,bicycle,person,,"[[644, 510, 1279, 1042], [715, 476, 1192, 943]]",2
602.png,0.007451295852661133,134,motorbike,person,,"[[713, 578, 1221, 987], [724, 483, 1184, 931]]",2
603.png,0.007359504699707031,135,person,,,"[[734, 487, 1204, 927]]",1
604.png,0.007374763488769531,135,bicycle,person,,"[[738, 600, 1193, 954], [781, 442, 1151, 846]]",2
605.png,0.0072209835052490234,138,bicycle,,,"[[762, 474, 1164, 941]]",1
606.png,0.007218122482299805,138,motorbike,,,"[[745, 572, 1167, 955]]",1
607.png,0.007493257522583008,133,motorbike,,,"[[723, 585, 1138, 948]]",1
608.png,0.007237434387207031,138,bicycle,,,"[[793, 498, 1125, 902]]",1
609.png,0.007435798645019531,134,bicycle,,,"[[775, 504, 1115, 904]]",1
610.png,0.00725865364074707,137,bicycle,,,"[[807, 484, 1110, 919]]",1
611.png,0.007144451141357422,139,bicycle,,,"[[805, 464, 1108, 937]]",1
612.png,0.007501840591430664,133,bicycle,,,"[[802, 412, 1093, 989]]",1
613.png,0.0072803497314453125,137,bicycle,,,"[[819, 452, 1076, 967]]",1
614.png,0.0072329044342041016,138,bicycle,,,"[[825, 467, 1058, 952]]",1
615.png,0.006552696228027344,152,,,,[],0
616.png,0.006573677062988281,152,,,,[],0
617.png,0.0067784786224365234,147,car,,,"[[1512, 197, 1919, 685]]",1
618.png,0.00716853141784668,139,car,,,"[[1525, 198, 1919, 701]]",1
619.png,0.006497621536254883,153,,,,[],0
620.png,0.006529808044433594,153,,,,[],0
621.png,0.006515026092529297,153,,,,[],0
622.png,0.012744665145874023,78,car,,,"[[1572, 174, 1914, 908]]",1
623.png,0.006554126739501953,152,,,,[],0
624.png,0.0064849853515625,154,,,,[],0
625.png,0.0065882205963134766,151,,,,[],0
626.png,0.006348609924316406,157,,,,[],0
627.png,0.0065076351165771484,153,,,,[],0
628.png,0.006211519241333008,160,,,,[],0
629.png,0.00664520263671875,150,,,,[],0
630.png,0.006506681442260742,153,,,,[],0
631.png,0.0064928531646728516,154,,,,[],0
632.png,0.006528139114379883,153,,,,[],0
633.png,0.006475687026977539,154,,,,[],0
634.png,0.0065898895263671875,151,,,,[],0
635.png,0.0065457820892333984,152,,,,[],0
636.png,0.007564544677734375,132,car,,,"[[1030, 149, 1431, 469]]",1
637.png,0.007235527038574219,138,car,,,"[[1004, 155, 1438, 463]]",1
638.png,0.0072629451751708984,137,car,,,"[[928, 137, 1359, 467]]",1
639.png,0.006735801696777344,148,car,,,"[[934, 154, 1317, 466]]",1
640.png,0.007227897644042969,138,car,,,"[[927, 158, 1297, 465]]",1
641.png,0.007639408111572266,130,bird,car,,"[[781, 510, 1070, 1069], [895, 155, 1265, 472]]",2
642.png,0.007462978363037109,133,car,,,"[[889, 146, 1276, 483]]",1
643.png,0.0075130462646484375,133,car,,,"[[879, 219, 1250, 476]]",1
644.png,0.006501674652099609,153,,,,[],0
645.png,0.006517648696899414,153,,,,[],0
646.png,0.007521152496337891,132,car,,,"[[899, 226, 1298, 467]]",1
647.png,0.006575822830200195,152,,,,[],0
648.png,0.006567239761352539,152,,,,[],0
649.png,0.006333827972412109,157,,,,[],0
650.png,0.006787300109863281,147,car,,,"[[1078, 232, 1444, 471]]",1
651.png,0.0072481632232666016,137,car,,,"[[1089, 237, 1478, 473]]",1
652.png,0.007198810577392578,138,car,,,"[[1158, 248, 1593, 499]]",1
653.png,0.007139682769775391,140,car,,,"[[1175, 248, 1651, 518]]",1
654.png,0.006497859954833984,153,,,,[],0
655.png,0.0066318511962890625,150,,,,[],0
656.png,0.007149457931518555,139,car,,,"[[1242, 264, 1795, 522]]",1
657.png,0.00677800178527832,147,,,,[],0
658.png,0.006477832794189453,154,,,,[],0
659.png,0.0065212249755859375,153,,,,[],0
660.png,0.006541728973388672,152,,,,[],0
661.png,0.006495952606201172,153,,,,[],0
662.png,0.006452083587646484,154,,,,[],0
663.png,0.006262063980102539,159,,,,[],0
664.png,0.006481170654296875,154,,,,[],0
665.png,0.007163524627685547,139,person,,,"[[1611, 196, 1879, 548]]",1
666.png,0.006563425064086914,152,,,,[],0
667.png,0.0064809322357177734,154,,,,[],0
668.png,0.006125450134277344,163,,,,[],0
669.png,0.0065267086029052734,153,,,,[],0
670.png,0.0065152645111083984,153,,,,[],0
671.png,0.006928920745849609,144,,,,[],0
672.png,0.006512880325317383,153,,,,[],0
673.png,0.006604671478271484,151,,,,[],0
674.png,0.006579875946044922,151,,,,[],0
675.png,0.0063571929931640625,157,,,,[],0
676.png,0.006498813629150391,153,,,,[],0
677.png,0.006549835205078125,152,,,,[],0
678.png,0.006468296051025391,154,,,,[],0
679.png,0.006483793258666992,154,,,,[],0
680.png,0.0066149234771728516,151,,,,[],0
681.png,0.006432771682739258,155,,,,[],0
682.png,0.006481170654296875,154,,,,[],0
683.png,0.0066297054290771484,150,,,,[],0
684.png,0.006604194641113281,151,,,,[],0
685.png,0.006500720977783203,153,,,,[],0
686.png,0.006761312484741211,147,,,,[],0
687.png,0.0065593719482421875,152,,,,[],0
688.png,0.006506443023681641,153,,,,[],0
689.png,0.00637364387512207,156,,,,[],0
690.png,0.006556987762451172,152,,,,[],0
691.png,0.006883144378662109,145,,,,[],0
692.png,0.006715536117553711,148,,,,[],0
693.png,0.0065729618072509766,152,,,,[],0
694.png,0.006551027297973633,152,,,,[],0
695.png,0.006819009780883789,146,,,,[],0
696.png,0.006483793258666992,154,,,,[],0
697.png,0.0065233707427978516,153,,,,[],0
698.png,0.006463050842285156,154,,,,[],0
699.png,0.006968021392822266,143,,,,[],0
700.png,0.006315946578979492,158,,,,[],0
701.png,0.006608724594116211,151,,,,[],0
702.png,0.0065441131591796875,152,,,,[],0
703.png,0.007597208023071289,131,chair,,,"[[3, 139, 646, 796]]",1
704.png,0.007625579833984375,131,chair,,,"[[3, 144, 649, 796]]",1
705.png,0.00673222541809082,148,chair,,,"[[49, 199, 474, 905]]",1
706.png,0.007253408432006836,137,person,,,"[[414, 372, 651, 697]]",1
707.png,0.007235050201416016,138,chair,,,"[[0, 92, 454, 493]]",1
708.png,0.006532907485961914,153,,,,[],0
709.png,0.006595611572265625,151,,,,[],0
710.png,0.0065119266510009766,153,,,,[],0
711.png,0.00635218620300293,157,,,,[],0
712.png,0.006509542465209961,153,,,,[],0
713.png,0.006422996520996094,155,,,,[],0
714.png,0.006502628326416016,153,,,,[],0
715.png,0.0065462589263916016,152,,,,[],0
716.png,0.0069048404693603516,144,,,,[],0
717.png,0.0065228939056396484,153,,,,[],0
718.png,0.00658869743347168,151,,,,[],0
719.png,0.0065822601318359375,151,,,,[],0
720.png,0.006520509719848633,153,,,,[],0
721.png,0.008071660995483398,123,chair,sofa,,"[[0, 29, 476, 1044], [195, 455, 1919, 1079]]",2
722.png,0.008042573928833008,124,chair,sofa,,"[[0, 29, 476, 1044], [195, 455, 1919, 1079]]",2
723.png,0.0077588558197021484,128,chair,,,"[[60, 0, 697, 1024]]",1
724.png,0.00719904899597168,138,chair,,,"[[1120, 75, 1919, 995]]",1
725.png,0.007853507995605469,127,chair,chair,,"[[14, 6, 1311, 1074], [1441, 86, 1919, 976]]",2
726.png,0.007827043533325195,127,chair,chair,,"[[1158, 50, 1919, 1019], [72, 51, 696, 1032]]",2
727.png,0.007191896438598633,139,chair,,,"[[1168, 48, 1919, 1031]]",1
728.png,0.007804155349731445,128,chair,chair,,"[[37, 45, 649, 1029], [1219, 164, 1919, 1049]]",2
729.png,0.008105754852294922,123,chair,sofa,,"[[0, 22, 513, 1059], [239, 608, 1701, 1079]]",2
730.png,0.006566047668457031,152,,,,[],0
731.png,0.0065310001373291016,153,,,,[],0
732.png,0.0064809322357177734,154,,,,[],0
733.png,0.006497621536254883,153,,,,[],0
734.png,0.006425380706787109,155,,,,[],0
735.png,0.006657123565673828,150,,,,[],0
736.png,0.0075397491455078125,132,chair,,,"[[111, 0, 1553, 1079]]",1
737.png,0.007489204406738281,133,chair,,,"[[18, 26, 1350, 1021]]",1
738.png,0.006510257720947266,153,,,,[],0
739.png,0.006651163101196289,150,,,,[],0
740.png,0.00650334358215332,153,,,,[],0
741.png,0.00669550895690918,149,,,,[],0
742.png,0.0064890384674072266,154,,,,[],0
743.png,0.006456613540649414,154,,,,[],0
744.png,0.007692575454711914,129,bicycle,person,,"[[794, 653, 1163, 899], [868, 562, 1055, 843]]",2
745.png,0.007668733596801758,130,bicycle,person,,"[[790, 646, 1149, 902], [877, 559, 1053, 839]]",2
746.png,0.007720470428466797,129,bicycle,person,,"[[790, 646, 1149, 902], [877, 559, 1053, 839]]",2
747.png,0.007337331771850586,136,bicycle,person,,"[[773, 639, 1155, 903], [872, 561, 1052, 845]]",2
748.png,0.006852626800537109,145,bicycle,person,,"[[783, 641, 1153, 894], [874, 553, 1046, 857]]",2
749.png,0.007695674896240234,129,bicycle,person,,"[[793, 647, 1137, 896], [874, 546, 1036, 861]]",2
750.png,0.0076677799224853516,130,bicycle,person,,"[[784, 650, 1146, 885], [868, 564, 1042, 859]]",2
751.png,0.008017778396606445,124,bicycle,person,,"[[779, 645, 1131, 901], [870, 547, 1037, 853]]",2
752.png,0.007917642593383789,126,bicycle,person,,"[[792, 653, 1126, 892], [866, 550, 1033, 852]]",2
753.png,0.007837772369384766,127,bicycle,person,,"[[798, 645, 1137, 895], [878, 549, 1036, 860]]",2
754.png,0.007472038269042969,133,person,,,"[[875, 549, 1043, 842]]",1
755.png,0.007524728775024414,132,person,,,"[[881, 544, 1046, 851]]",1
756.png,0.008014202117919922,124,motorbike,person,,"[[793, 649, 1153, 898], [873, 548, 1052, 850]]",2
757.png,0.00757145881652832,132,person,,,"[[856, 558, 1030, 862]]",1
758.png,0.007484912872314453,133,person,,,"[[857, 545, 1029, 863]]",1
759.png,0.013971090316772461,71,bicycle,person,,"[[776, 645, 1140, 897], [861, 539, 1024, 864]]",2
760.png,0.00791788101196289,126,bicycle,person,,"[[791, 647, 1142, 893], [866, 550, 1036, 855]]",2
761.png,0.008038997650146484,124,bicycle,person,,"[[786, 644, 1161, 900], [869, 555, 1049, 857]]",2
762.png,0.007448673248291016,134,person,,,"[[872, 557, 1051, 859]]",1
763.png,0.007994890213012695,125,bicycle,person,,"[[799, 659, 1140, 883], [869, 559, 1049, 849]]",2
764.png,0.007684230804443359,130,bicycle,person,,"[[791, 643, 1141, 892], [865, 553, 1040, 857]]",2
765.png,0.007897377014160156,126,bicycle,person,,"[[799, 653, 1121, 892], [865, 551, 1039, 834]]",2
766.png,0.008098125457763672,123,bicycle,person,,"[[794, 650, 1140, 892], [871, 555, 1051, 841]]",2
767.png,0.007900476455688477,126,bicycle,person,,"[[797, 648, 1133, 894], [865, 549, 1039, 843]]",2
768.png,0.007876873016357422,126,bicycle,person,,"[[797, 648, 1130, 890], [871, 549, 1035, 849]]",2
769.png,0.007837057113647461,127,bicycle,person,,"[[799, 644, 1139, 895], [877, 551, 1042, 857]]",2
770.png,0.008046865463256836,124,bicycle,person,,"[[794, 653, 1156, 894], [867, 559, 1054, 851]]",2
771.png,0.007896900177001953,126,bicycle,person,,"[[794, 653, 1156, 894], [867, 559, 1054, 851]]",2
772.png,0.00729060173034668,137,bicycle,person,,"[[789, 636, 1154, 902], [878, 554, 1046, 854]]",2
773.png,0.007489204406738281,133,person,,,"[[870, 558, 1039, 857]]",1
774.png,0.00798654556274414,125,bicycle,person,,"[[783, 652, 1132, 897], [864, 548, 1030, 847]]",2
775.png,0.007930994033813477,126,bicycle,person,,"[[798, 652, 1120, 898], [867, 545, 1028, 849]]",2
776.png,0.008185625076293945,122,bicycle,person,,"[[801, 646, 1135, 894], [867, 569, 1056, 834]]",2
777.png,0.007745981216430664,129,bicycle,person,,"[[787, 642, 1159, 901], [872, 568, 1059, 838]]",2
778.png,0.007136106491088867,140,bicycle,person,,"[[797, 647, 1147, 893], [875, 558, 1052, 854]]",2
779.png,0.007440090179443359,134,bicycle,person,,"[[795, 639, 1149, 893], [872, 553, 1045, 868]]",2
780.png,0.007529497146606445,132,person,,,"[[867, 550, 1035, 857]]",1
781.png,0.008012056350708008,124,bicycle,person,,"[[804, 647, 1138, 887], [870, 558, 1050, 848]]",2
782.png,0.007929325103759766,126,bicycle,person,,"[[796, 648, 1130, 896], [878, 545, 1037, 846]]",2
783.png,0.007870197296142578,127,bicycle,person,,"[[788, 643, 1145, 897], [874, 544, 1036, 847]]",2
784.png,0.007356882095336914,135,motorbike,person,,"[[793, 642, 1147, 892], [876, 564, 1038, 841]]",2
785.png,0.007479667663574219,133,person,,,"[[880, 557, 1047, 851]]",1
786.png,0.007596015930175781,131,motorbike,person,,"[[795, 637, 1144, 893], [871, 546, 1027, 850]]",2
787.png,0.00712275505065918,140,person,,,"[[872, 550, 1033, 851]]",1
788.png,0.007457256317138672,134,bicycle,person,,"[[795, 633, 1148, 898], [868, 547, 1030, 847]]",2
789.png,0.007472515106201172,133,bicycle,person,,"[[785, 634, 1146, 906], [863, 546, 1031, 851]]",2
790.png,0.007614850997924805,131,bicycle,person,,"[[824, 640, 1136, 917], [867, 540, 1043, 860]]",2
791.png,0.0069122314453125,144,person,,,"[[851, 540, 1091, 873]]",1
792.png,0.007605314254760742,131,bicycle,person,,"[[828, 626, 1128, 935], [863, 527, 1021, 869]]",2
793.png,0.007608652114868164,131,bicycle,person,,"[[844, 619, 1115, 937], [870, 533, 1032, 866]]",2
794.png,0.0075817108154296875,131,person,,,"[[854, 526, 1060, 913]]",1
795.png,0.007782459259033203,128,person,,,"[[854, 526, 1060, 913]]",1
796.png,0.007930278778076172,126,bicycle,person,,"[[871, 600, 1094, 953], [869, 519, 1061, 923]]",2
797.png,0.0076313018798828125,131,bicycle,person,,"[[871, 594, 1090, 968], [864, 519, 1062, 925]]",2
798.png,0.007658720016479492,130,bicycle,person,,"[[873, 572, 1076, 980], [865, 515, 1056, 943]]",2
799.png,0.00802302360534668,124,bicycle,person,,"[[870, 591, 1069, 970], [894, 515, 1026, 916]]",2
800.png,0.007612943649291992,131,bicycle,person,,"[[877, 584, 1068, 969], [894, 520, 1025, 911]]",2
801.png,0.007481813430786133,133,person,,,"[[896, 521, 1025, 907]]",1
802.png,0.007590055465698242,131,bicycle,person,,"[[868, 592, 1058, 968], [894, 520, 1023, 909]]",2
803.png,0.007693052291870117,129,bicycle,person,,"[[869, 593, 1058, 964], [871, 510, 1045, 941]]",2
804.png,0.007875442504882812,126,bicycle,person,,"[[873, 605, 1062, 958], [893, 514, 1023, 912]]",2
805.png,0.007909059524536133,126,bicycle,person,,"[[870, 609, 1061, 943], [896, 509, 1023, 913]]",2
806.png,0.008236885070800781,121,bicycle,person,,"[[876, 603, 1057, 946], [900, 520, 1028, 904]]",2
807.png,0.007692098617553711,130,person,,,"[[892, 520, 1027, 916]]",1
808.png,0.007808685302734375,128,person,,,"[[898, 521, 1019, 915]]",1
809.png,0.007468223571777344,133,person,,,"[[901, 531, 1021, 899]]",1
810.png,0.0074465274810791016,134,person,,,"[[895, 521, 1009, 912]]",1
