,cost time,FPS,1,2,3,coordinate,len
349.png,0.007951974868774414,125,car,car,,"[[1032, 386, 1896, 897], [813, 452, 1213, 670]]",2
350.png,0.007538557052612305,132,car,car,,"[[1039, 387, 1890, 903], [815, 453, 1217, 667]]",2
351.png,0.007607460021972656,131,car,,,"[[1014, 390, 1908, 895]]",1
352.png,0.007594585418701172,131,car,,,"[[1116, 391, 1898, 899]]",1
353.png,0.007562160491943359,132,car,,,"[[1008, 391, 1919, 886]]",1
354.png,0.007566690444946289,132,car,,,"[[1125, 392, 1902, 902]]",1
355.png,0.007938146591186523,125,car,,,"[[8, 67, 828, 998]]",1
356.png,0.0075016021728515625,133,car,,,"[[8, 67, 828, 998]]",1
357.png,0.007534027099609375,132,car,,,"[[36, 106, 960, 965]]",1
358.png,0.007026195526123047,142,car,car,,"[[5, 108, 981, 946], [762, 237, 1100, 518]]",2
359.png,0.007586240768432617,131,car,car,,"[[12, 116, 981, 942], [780, 238, 1121, 517]]",2
360.png,0.007607221603393555,131,car,,,"[[12, 117, 1027, 955]]",1
361.png,0.007711887359619141,129,car,,,"[[30, 93, 1033, 989]]",1
362.png,0.007622957229614258,131,car,car,,"[[4, 104, 1047, 985], [1698, 312, 1919, 460]]",2
363.png,0.007359743118286133,135,car,,,"[[35, 119, 1038, 981]]",1
364.png,0.007549285888671875,132,car,,,"[[30, 139, 1062, 966]]",1
365.png,0.007532596588134766,132,car,,,"[[25, 141, 1083, 959]]",1
366.png,0.007520914077758789,132,car,,,"[[84, 139, 1196, 960]]",1
367.png,0.0076160430908203125,131,car,car,,"[[148, 144, 1188, 967], [1573, 307, 1840, 475]]",2
368.png,0.0075359344482421875,132,car,,,"[[136, 153, 1276, 948]]",1
369.png,0.007531642913818359,132,car,,,"[[165, 131, 1266, 957]]",1
370.png,0.007506608963012695,133,car,car,,"[[164, 140, 1273, 956], [1579, 370, 1900, 484]]",2
371.png,0.007576465606689453,131,car,car,,"[[322, 169, 1346, 926], [1524, 384, 1881, 470]]",2
372.png,0.0075838565826416016,131,car,car,,"[[315, 171, 1399, 933], [1530, 376, 1845, 483]]",2
373.png,0.007982969284057617,125,car,car,,"[[311, 173, 1413, 933], [1515, 379, 1873, 486]]",2
374.png,0.007699489593505859,129,car,car,,"[[350, 195, 1391, 914], [1523, 386, 1806, 484]]",2
375.png,0.007258176803588867,137,car,,,"[[464, 199, 1448, 895]]",1
376.png,0.00791621208190918,126,car,,,"[[487, 200, 1465, 905]]",1
377.png,0.007481098175048828,133,car,,,"[[500, 192, 1505, 915]]",1
378.png,0.007526874542236328,132,car,,,"[[556, 200, 1482, 906]]",1
379.png,0.0074748992919921875,133,car,,,"[[585, 209, 1549, 894]]",1
380.png,0.007736921310424805,129,car,,,"[[585, 209, 1549, 894]]",1
381.png,0.007727861404418945,129,car,,,"[[615, 215, 1546, 898]]",1
382.png,0.007150173187255859,139,car,,,"[[653, 217, 1584, 897]]",1
383.png,0.0075511932373046875,132,car,,,"[[655, 210, 1607, 907]]",1
384.png,0.007536888122558594,132,car,,,"[[657, 215, 1626, 904]]",1
385.png,0.0076596736907958984,130,car,,,"[[708, 206, 1619, 900]]",1
386.png,0.007561683654785156,132,car,,,"[[729, 235, 1606, 869]]",1
387.png,0.00762486457824707,131,car,,,"[[775, 229, 1700, 885]]",1
388.png,0.00686335563659668,145,car,,,"[[797, 228, 1749, 886]]",1
389.png,0.007552146911621094,132,car,,,"[[819, 241, 1781, 882]]",1
390.png,0.008091926574707031,123,car,,,"[[815, 245, 1804, 875]]",1
391.png,0.007524013519287109,132,car,,,"[[855, 266, 1907, 865]]",1
392.png,0.007534027099609375,132,car,,,"[[860, 257, 1908, 873]]",1
393.png,0.007832050323486328,127,car,,,"[[880, 248, 1914, 877]]",1
394.png,0.0075833797454833984,131,car,,,"[[894, 266, 1919, 873]]",1
395.png,0.006949186325073242,143,car,,,"[[928, 331, 1919, 879]]",1
396.png,0.007472515106201172,133,car,,,"[[936, 335, 1919, 872]]",1
397.png,0.007135152816772461,140,car,,,"[[930, 313, 1919, 892]]",1
398.png,0.0075719356536865234,132,car,,,"[[933, 310, 1919, 899]]",1
399.png,0.00773930549621582,129,car,,,"[[938, 300, 1919, 907]]",1
400.png,0.0076007843017578125,131,car,,,"[[949, 205, 1919, 923]]",1
401.png,0.007555723190307617,132,car,,,"[[957, 207, 1919, 912]]",1
402.png,0.007761955261230469,128,car,,,"[[966, 209, 1919, 911]]",1
403.png,0.007470846176147461,133,car,,,"[[1052, 254, 1919, 951]]",1
404.png,0.007550239562988281,132,car,,,"[[1052, 254, 1919, 951]]",1
405.png,0.007334470748901367,136,car,,,"[[1010, 248, 1912, 959]]",1
406.png,0.00759434700012207,131,car,,,"[[1024, 264, 1901, 951]]",1
407.png,0.007590770721435547,131,car,,,"[[1018, 260, 1904, 953]]",1
408.png,0.007488250732421875,133,car,,,"[[1013, 183, 1904, 943]]",1
409.png,0.007862329483032227,127,car,,,"[[1033, 250, 1892, 969]]",1
410.png,0.0077555179595947266,128,car,,,"[[1028, 258, 1891, 961]]",1
411.png,0.007609128952026367,131,car,,,"[[1022, 284, 1898, 944]]",1
412.png,0.00785374641418457,127,car,,,"[[1015, 270, 1906, 960]]",1
413.png,0.007542133331298828,132,car,,,"[[1047, 253, 1919, 989]]",1
414.png,0.007528543472290039,132,car,,,"[[1025, 270, 1897, 968]]",1
415.png,0.007563114166259766,132,car,,,"[[1025, 267, 1898, 972]]",1
416.png,0.007504940032958984,133,car,,,"[[1035, 293, 1883, 959]]",1
417.png,0.007730007171630859,129,car,,,"[[958, 313, 1919, 956]]",1
418.png,0.007511615753173828,133,car,,,"[[985, 282, 1919, 990]]",1
419.png,0.007515907287597656,133,car,,,"[[981, 360, 1919, 1001]]",1
420.png,0.0074977874755859375,133,car,,,"[[979, 368, 1919, 995]]",1
421.png,0.007567405700683594,132,car,,,"[[980, 379, 1896, 1005]]",1
422.png,0.007269620895385742,137,car,,,"[[961, 410, 1919, 997]]",1
423.png,0.0075531005859375,132,car,,,"[[936, 412, 1919, 1010]]",1
424.png,0.007485628128051758,133,car,,,"[[942, 396, 1906, 1022]]",1
425.png,0.007658720016479492,130,car,,,"[[981, 431, 1771, 1017]]",1
426.png,0.007528781890869141,132,car,,,"[[968, 430, 1770, 1012]]",1
427.png,0.007584095001220703,131,car,,,"[[937, 490, 1645, 1041]]",1
428.png,0.006554603576660156,152,,,,[],0
429.png,0.0065288543701171875,153,,,,[],0
430.png,0.0068454742431640625,146,car,,,"[[901, 502, 1571, 1044]]",1
431.png,0.0064868927001953125,154,,,,[],0
432.png,0.0065495967864990234,152,,,,[],0
433.png,0.015445232391357422,64,,,,[],0
434.png,0.0074956417083740234,133,car,,,"[[819, 438, 1388, 993]]",1
435.png,0.007497549057006836,133,car,,,"[[808, 446, 1388, 988]]",1
436.png,0.007231712341308594,138,car,,,"[[836, 503, 1352, 943]]",1
437.png,0.00736546516418457,135,car,,,"[[823, 517, 1353, 935]]",1
438.png,0.007607936859130859,131,car,,,"[[823, 513, 1343, 936]]",1
439.png,0.007550716400146484,132,car,,,"[[821, 525, 1331, 929]]",1
440.png,0.0071811676025390625,139,car,,,"[[819, 524, 1325, 929]]",1
441.png,0.007513284683227539,133,car,,,"[[821, 533, 1322, 925]]",1
442.png,0.007544994354248047,132,car,,,"[[758, 592, 1238, 941]]",1
443.png,0.007533073425292969,132,car,,,"[[749, 580, 1244, 947]]",1
444.png,0.007504463195800781,133,car,,,"[[749, 569, 1242, 950]]",1
445.png,0.007556438446044922,132,car,,,"[[735, 563, 1248, 956]]",1
446.png,0.007527589797973633,132,car,,,"[[722, 550, 1237, 969]]",1
447.png,0.007692098617553711,130,car,,,"[[688, 552, 1224, 969]]",1
448.png,0.007663249969482422,130,bird,car,,"[[129, 280, 371, 481], [659, 564, 1209, 962]]",2
449.png,0.007579803466796875,131,car,,,"[[645, 565, 1200, 966]]",1
450.png,0.00774693489074707,129,car,,,"[[655, 555, 1170, 978]]",1
451.png,0.007670402526855469,130,car,,,"[[593, 590, 1123, 951]]",1
452.png,0.0072784423828125,137,car,,,"[[564, 585, 1114, 956]]",1
453.png,0.007223606109619141,138,car,,,"[[564, 585, 1114, 956]]",1
454.png,0.007248401641845703,137,car,,,"[[563, 575, 1110, 964]]",1
455.png,0.0075435638427734375,132,car,,,"[[535, 579, 1109, 954]]",1
456.png,0.006575822830200195,152,,,,[],0
457.png,0.006701469421386719,149,,,,[],0
458.png,0.006545066833496094,152,,,,[],0
459.png,0.006600379943847656,151,,,,[],0
460.png,0.0064809322357177734,154,,,,[],0
461.png,0.007151126861572266,139,car,,,"[[503, 573, 1066, 965]]",1
462.png,0.0075414180755615234,132,car,,,"[[497, 574, 1066, 963]]",1
463.png,0.007425785064697266,134,car,car,,"[[514, 588, 1069, 958], [1162, 396, 1396, 468]]",2
464.png,0.006589651107788086,151,car,,,"[[1147, 398, 1398, 467]]",1
465.png,0.0074732303619384766,133,car,car,,"[[510, 578, 1072, 962], [1140, 397, 1385, 468]]",2
466.png,0.0077741146087646484,128,car,car,,"[[1082, 398, 1360, 493], [586, 552, 1048, 899]]",2
467.png,0.007490396499633789,133,car,car,,"[[547, 589, 1057, 941], [1089, 403, 1353, 503]]",2
468.png,0.0077860355377197266,128,car,car,,"[[576, 537, 1098, 910], [1091, 403, 1362, 509]]",2
469.png,0.007880210876464844,126,car,car,car,"[[599, 531, 1127, 920], [1093, 401, 1414, 529], [928, 343, 1057, 452]]",3
470.png,0.0078008174896240234,128,car,car,car,"[[684, 534, 1151, 904], [1163, 382, 1622, 577], [943, 326, 1069, 450]]",3
471.png,0.007767438888549805,128,car,car,car,"[[661, 553, 1188, 975], [1232, 420, 1852, 664], [1004, 310, 1147, 473]]",3
472.png,0.007345438003540039,136,car,car,car,"[[665, 549, 1207, 975], [1233, 422, 1895, 673], [1033, 381, 1224, 483]]",3
473.png,0.008056879043579102,124,car,car,,"[[699, 572, 1235, 962], [1396, 449, 1904, 789]]",2
474.png,0.008000612258911133,124,car,car,car,"[[747, 531, 1251, 920], [1502, 447, 1914, 822], [1114, 384, 1373, 510]]",3
475.png,0.0074617862701416016,134,car,,,"[[725, 588, 1252, 952]]",1
476.png,0.007499217987060547,133,car,,,"[[739, 592, 1260, 954]]",1
477.png,0.0070154666900634766,142,car,,,"[[805, 586, 1327, 955]]",1
478.png,0.007776498794555664,128,car,,,"[[805, 586, 1327, 955]]",1
479.png,0.0074656009674072266,133,car,,,"[[802, 580, 1322, 962]]",1
480.png,0.006934642791748047,144,car,,,"[[742, 573, 1272, 964]]",1
481.png,0.0077419281005859375,129,car,,,"[[747, 564, 1258, 959]]",1
482.png,0.007508993148803711,133,car,,,"[[697, 554, 1233, 974]]",1
483.png,0.007560014724731445,132,car,,,"[[680, 544, 1199, 975]]",1
484.png,0.00856161117553711,116,car,car,,"[[665, 546, 1200, 979], [1773, 414, 1919, 692]]",2
485.png,0.0075800418853759766,131,car,,,"[[654, 543, 1198, 983]]",1
486.png,0.007834196090698242,127,car,,,"[[663, 531, 1176, 993]]",1
487.png,0.007785797119140625,128,car,,,"[[594, 537, 1124, 936]]",1
488.png,0.007514238357543945,133,car,,,"[[571, 558, 1103, 963]]",1
489.png,0.007480621337890625,133,car,,,"[[563, 566, 1092, 961]]",1
490.png,0.007862329483032227,127,car,,,"[[554, 559, 1088, 968]]",1
491.png,0.007540464401245117,132,car,,,"[[557, 538, 1084, 931]]",1
492.png,0.007477283477783203,133,car,,,"[[550, 543, 1090, 927]]",1
493.png,0.007503032684326172,133,car,,,"[[518, 575, 1079, 944]]",1
494.png,0.0075075626373291016,133,car,,,"[[517, 572, 1080, 946]]",1
495.png,0.007529020309448242,132,car,,,"[[513, 576, 1076, 943]]",1
496.png,0.0074846744537353516,133,car,,,"[[522, 578, 1072, 943]]",1
497.png,0.007445573806762695,134,car,,,"[[607, 572, 1094, 958]]",1
498.png,0.007575511932373047,132,car,,,"[[605, 578, 1108, 958]]",1
499.png,0.007462501525878906,134,car,,,"[[597, 588, 1111, 952]]",1
500.png,0.00796365737915039,125,car,,,"[[670, 557, 1171, 978]]",1
501.png,0.0076067447662353516,131,car,person,,"[[676, 561, 1185, 1004], [1282, 25, 1846, 413]]",2
502.png,0.007623910903930664,131,car,person,,"[[676, 561, 1185, 1004], [1282, 25, 1846, 413]]",2
503.png,0.007500171661376953,133,car,,,"[[683, 564, 1202, 1003]]",1
504.png,0.00769352912902832,129,car,,,"[[620, 453, 1259, 1079]]",1
505.png,0.007102251052856445,140,car,,,"[[657, 474, 1235, 1079]]",1
506.png,0.007467031478881836,133,car,,,"[[664, 473, 1231, 1079]]",1
507.png,0.007250785827636719,137,car,,,"[[664, 556, 1181, 989]]",1
508.png,0.007520437240600586,132,car,,,"[[661, 539, 1186, 999]]",1
509.png,0.007476329803466797,133,car,,,"[[670, 544, 1171, 994]]",1
510.png,0.007915973663330078,126,car,,,"[[678, 547, 1160, 992]]",1
511.png,0.007734775543212891,129,car,,,"[[659, 546, 1174, 992]]",1
512.png,0.007531166076660156,132,car,,,"[[594, 546, 1115, 988]]",1
513.png,0.007512807846069336,133,car,,,"[[580, 560, 1088, 989]]",1
514.png,0.007729053497314453,129,car,,,"[[540, 563, 1101, 987]]",1
515.png,0.007531404495239258,132,car,,,"[[521, 562, 1087, 986]]",1
516.png,0.007770538330078125,128,car,,,"[[516, 568, 1079, 983]]",1
517.png,0.007451534271240234,134,car,,,"[[520, 556, 1058, 983]]",1
518.png,0.0074841976165771484,133,car,,,"[[508, 544, 1064, 987]]",1
519.png,0.007811307907104492,128,car,,,"[[493, 560, 1071, 980]]",1
520.png,0.007587909698486328,131,car,,,"[[498, 563, 1066, 974]]",1
521.png,0.007525920867919922,132,car,,,"[[507, 575, 1072, 975]]",1
522.png,0.0076141357421875,131,car,,,"[[506, 575, 1065, 966]]",1
523.png,0.0075244903564453125,132,car,,,"[[503, 583, 1051, 954]]",1
524.png,0.007484912872314453,133,car,,,"[[499, 581, 1052, 960]]",1
525.png,0.007483005523681641,133,car,,,"[[554, 603, 1061, 954]]",1
526.png,0.007465839385986328,133,car,,,"[[554, 603, 1061, 954]]",1
527.png,0.0075037479400634766,133,car,,,"[[581, 590, 1086, 964]]",1
528.png,0.00764918327331543,130,car,,,"[[583, 591, 1108, 958]]",1
529.png,0.007637739181518555,130,car,,,"[[681, 565, 1171, 980]]",1
530.png,0.007615804672241211,131,car,,,"[[679, 579, 1191, 970]]",1
531.png,0.007503032684326172,133,car,,,"[[696, 584, 1205, 972]]",1
532.png,0.007542133331298828,132,car,,,"[[709, 594, 1227, 961]]",1
533.png,0.007460355758666992,134,car,,,"[[735, 601, 1245, 943]]",1
534.png,0.007515668869018555,133,car,,,"[[736, 615, 1251, 948]]",1
535.png,0.007200956344604492,138,car,,,"[[754, 611, 1249, 953]]",1
536.png,0.0075490474700927734,132,car,,,"[[733, 594, 1266, 968]]",1
537.png,0.007193326950073242,139,car,,,"[[738, 610, 1262, 956]]",1
538.png,0.007447242736816406,134,car,,,"[[751, 605, 1250, 952]]",1
539.png,0.006958484649658203,143,car,,,"[[751, 585, 1241, 956]]",1
540.png,0.007272481918334961,137,car,,,"[[722, 571, 1249, 968]]",1
541.png,0.007573604583740234,132,car,,,"[[729, 571, 1236, 978]]",1
542.png,0.007611513137817383,131,car,,,"[[709, 576, 1211, 977]]",1
543.png,0.00747990608215332,133,car,,,"[[682, 574, 1187, 970]]",1
544.png,0.007949352264404297,125,car,,,"[[682, 579, 1186, 970]]",1
545.png,0.007845640182495117,127,car,,,"[[667, 576, 1187, 970]]",1
546.png,0.007491588592529297,133,car,,,"[[667, 573, 1190, 978]]",1
547.png,0.007445812225341797,134,car,,,"[[675, 557, 1170, 989]]",1
548.png,0.007458686828613281,134,car,,,"[[675, 548, 1169, 981]]",1
549.png,0.007494449615478516,133,car,,,"[[677, 557, 1194, 1001]]",1
550.png,0.007439374923706055,134,car,,,"[[684, 579, 1186, 955]]",1
551.png,0.0075244903564453125,132,car,,,"[[684, 579, 1186, 955]]",1
552.png,0.007060527801513672,141,car,,,"[[694, 587, 1192, 958]]",1
553.png,0.007513523101806641,133,car,,,"[[694, 583, 1188, 956]]",1
554.png,0.007541656494140625,132,car,,,"[[683, 575, 1190, 954]]",1
555.png,0.007506847381591797,133,car,,,"[[693, 555, 1181, 977]]",1
556.png,0.007475137710571289,133,car,,,"[[676, 560, 1204, 973]]",1
557.png,0.007713794708251953,129,car,,,"[[672, 558, 1211, 995]]",1
558.png,0.0077288150787353516,129,car,,,"[[680, 558, 1218, 996]]",1
559.png,0.007212400436401367,138,car,,,"[[688, 591, 1221, 966]]",1
560.png,0.007520914077758789,132,car,,,"[[684, 567, 1187, 966]]",1
561.png,0.007519721984863281,132,car,,,"[[685, 572, 1190, 959]]",1
562.png,0.007421731948852539,134,car,,,"[[701, 549, 1186, 991]]",1
563.png,0.007901191711425781,126,car,,,"[[681, 566, 1207, 957]]",1
564.png,0.007529258728027344,132,car,,,"[[679, 568, 1218, 963]]",1
565.png,0.007476806640625,133,car,,,"[[679, 566, 1215, 963]]",1
566.png,0.007808685302734375,128,car,,,"[[679, 568, 1229, 961]]",1
567.png,0.007168769836425781,139,car,,,"[[684, 560, 1223, 969]]",1
568.png,0.007530689239501953,132,car,,,"[[678, 561, 1232, 967]]",1
569.png,0.007563352584838867,132,car,,,"[[681, 562, 1230, 968]]",1
570.png,0.0075991153717041016,131,car,,,"[[684, 569, 1232, 960]]",1
571.png,0.007083415985107422,141,car,,,"[[687, 570, 1245, 961]]",1
572.png,0.0074617862701416016,134,car,,,"[[693, 577, 1245, 953]]",1
573.png,0.00759124755859375,131,car,,,"[[696, 580, 1237, 967]]",1
574.png,0.0074999332427978516,133,car,,,"[[697, 515, 1232, 936]]",1
575.png,0.007477760314941406,133,car,,,"[[697, 515, 1232, 936]]",1
576.png,0.007566928863525391,132,car,,,"[[718, 510, 1221, 938]]",1
577.png,0.00771331787109375,129,car,,,"[[712, 578, 1230, 962]]",1
578.png,0.007496356964111328,133,car,,,"[[710, 578, 1232, 963]]",1
579.png,0.007463693618774414,133,car,,,"[[705, 584, 1231, 956]]",1
580.png,0.007581472396850586,131,car,,,"[[709, 587, 1223, 952]]",1
581.png,0.0075225830078125,132,car,,,"[[718, 592, 1221, 947]]",1
582.png,0.007495880126953125,133,car,,,"[[714, 579, 1230, 952]]",1
583.png,0.007599353790283203,131,car,,,"[[716, 596, 1229, 941]]",1
584.png,0.007557392120361328,132,car,car,,"[[712, 596, 1225, 944], [1290, 412, 1427, 487]]",2
585.png,0.007607460021972656,131,car,,,"[[698, 553, 1210, 975]]",1
586.png,0.00783085823059082,127,car,,,"[[709, 573, 1216, 971]]",1
587.png,0.0075397491455078125,132,car,car,,"[[711, 594, 1204, 959], [1414, 434, 1576, 503]]",2
588.png,0.007550477981567383,132,car,car,,"[[734, 520, 1187, 934], [1474, 447, 1639, 517]]",2
589.png,0.007565975189208984,132,car,,,"[[740, 574, 1197, 883]]",1
590.png,0.007547616958618164,132,car,,,"[[756, 577, 1176, 879]]",1
591.png,0.01190328598022461,84,,,,[],0
592.png,0.006545305252075195,152,,,,[],0
593.png,0.006589651107788086,151,,,,[],0
594.png,0.007456779479980469,134,bottle,,,"[[0, 29, 237, 528]]",1
595.png,0.006538867950439453,152,,,,[],0
596.png,0.006586790084838867,151,,,,[],0
597.png,0.006250858306884766,159,,,,[],0
598.png,0.006621837615966797,151,,,,[],0
599.png,0.006481647491455078,154,,,,[],0
600.png,0.006516933441162109,153,,,,[],0
601.png,0.00719451904296875,138,car,,,"[[1110, 0, 1919, 1075]]",1
602.png,0.00759124755859375,131,car,,,"[[708, 519, 1278, 1037]]",1
603.png,0.00777435302734375,128,car,,,"[[862, 566, 1272, 989]]",1
604.png,0.00751042366027832,133,car,,,"[[878, 525, 1273, 935]]",1
605.png,0.006973743438720703,143,car,,,"[[890, 507, 1244, 948]]",1
606.png,0.0075414180755615234,132,car,,,"[[842, 520, 1280, 939]]",1
607.png,0.007638692855834961,130,car,,,"[[868, 544, 1279, 995]]",1
608.png,0.0075397491455078125,132,car,,,"[[865, 535, 1280, 925]]",1
609.png,0.007483720779418945,133,car,,,"[[846, 527, 1298, 930]]",1
610.png,0.0075571537017822266,132,car,,,"[[844, 516, 1329, 931]]",1
611.png,0.0075130462646484375,133,car,,,"[[834, 532, 1356, 929]]",1
612.png,0.007220268249511719,138,car,,,"[[858, 513, 1370, 934]]",1
613.png,0.00732111930847168,136,car,,,"[[871, 528, 1374, 928]]",1
614.png,0.007772684097290039,128,car,,,"[[871, 498, 1361, 950]]",1
615.png,0.008144617080688477,122,car,train,,"[[863, 583, 1370, 951], [775, 55, 1919, 1020]]",2
616.png,0.006476402282714844,154,,,,[],0
617.png,0.007237911224365234,138,train,,,"[[695, 58, 1919, 1027]]",1
618.png,0.0076482295989990234,130,train,,,"[[737, 0, 1919, 1006]]",1
619.png,0.006820201873779297,146,car,car,,"[[970, 446, 1219, 581], [1176, 447, 1416, 583]]",2
620.png,0.007763862609863281,128,car,car,car,"[[892, 604, 1381, 936], [1258, 459, 1459, 578], [987, 458, 1266, 582]]",3
621.png,0.007817506790161133,127,car,car,car,"[[910, 625, 1366, 928], [1260, 454, 1477, 586], [1025, 457, 1284, 581]]",3
622.png,0.007163286209106445,139,car,,,"[[1262, 458, 1494, 582]]",1
623.png,0.007508039474487305,133,car,car,,"[[1116, 461, 1393, 594], [1281, 461, 1540, 593]]",2
624.png,0.00799870491027832,125,car,car,,"[[1116, 461, 1393, 594], [1281, 461, 1540, 593]]",2
625.png,0.006798744201660156,147,car,,,"[[1156, 453, 1455, 605]]",1
626.png,0.007848501205444336,127,car,car,,"[[892, 602, 1371, 937], [1212, 460, 1578, 610]]",2
627.png,0.00778508186340332,128,car,car,,"[[893, 611, 1380, 933], [1216, 464, 1612, 611]]",2
628.png,0.008112907409667969,123,car,car,person,"[[1227, 447, 1629, 623], [882, 571, 1384, 891], [420, 266, 600, 507]]",3
629.png,0.0074901580810546875,133,car,,,"[[1309, 450, 1731, 624]]",1
630.png,0.007108926773071289,140,car,,,"[[1301, 445, 1744, 626]]",1
631.png,0.0075473785400390625,132,car,,,"[[1307, 452, 1746, 619]]",1
632.png,0.007495403289794922,133,car,,,"[[1311, 448, 1746, 616]]",1
633.png,0.0076677799224853516,130,car,,,"[[1294, 450, 1766, 608]]",1
634.png,0.0075380802154541016,132,car,,,"[[1286, 450, 1769, 608]]",1
635.png,0.007792949676513672,128,car,,,"[[1277, 444, 1761, 607]]",1
636.png,0.007976531982421875,125,car,,,"[[1280, 442, 1751, 609]]",1
637.png,0.007530689239501953,132,car,,,"[[1218, 454, 1579, 582]]",1
638.png,0.007959842681884766,125,car,car,,"[[1228, 448, 1539, 585], [1415, 454, 1689, 586]]",2
639.png,0.007993221282958984,125,car,car,,"[[1412, 453, 1653, 577], [1173, 435, 1428, 587]]",2
640.png,0.007542848587036133,132,car,car,,"[[1165, 436, 1433, 584], [1403, 446, 1645, 582]]",2
641.png,0.01827716827392578,54,car,,,"[[1120, 442, 1377, 570]]",1
642.png,0.007852792739868164,127,car,car,,"[[1298, 447, 1553, 567], [1114, 428, 1316, 545]]",2
643.png,0.007790088653564453,128,car,car,car,"[[1033, 408, 1237, 565], [1282, 429, 1496, 548], [604, 539, 1074, 886]]",3
644.png,0.007779836654663086,128,car,car,car,"[[1270, 426, 1461, 547], [1016, 398, 1196, 568], [595, 534, 1075, 890]]",3
645.png,0.0075321197509765625,132,car,car,,"[[592, 531, 1080, 895], [974, 383, 1137, 562]]",2
646.png,0.008084297180175781,123,car,car,car,"[[582, 533, 1097, 904], [1186, 426, 1374, 543], [927, 391, 1092, 538]]",3
647.png,0.008003473281860352,124,car,car,car,"[[587, 522, 1096, 920], [1167, 428, 1351, 542], [917, 390, 1087, 538]]",3
648.png,0.008031368255615234,124,car,car,car,"[[587, 522, 1096, 920], [1167, 428, 1351, 542], [917, 390, 1087, 538]]",3
649.png,0.007906913757324219,126,car,car,car,"[[601, 524, 1075, 914], [1154, 431, 1320, 544], [892, 380, 1051, 547]]",3
650.png,0.0075321197509765625,132,car,car,,"[[623, 522, 1082, 900], [1135, 428, 1284, 532]]",2
651.png,0.007591962814331055,131,car,car,,"[[776, 412, 914, 526], [1058, 403, 1217, 540]]",2
652.png,0.0072329044342041016,138,car,,,"[[1062, 396, 1214, 545]]",1
653.png,0.007133007049560547,140,car,,,"[[1054, 401, 1217, 546]]",1
654.png,0.0074613094329833984,134,car,car,,"[[1015, 413, 1165, 548], [727, 417, 842, 543]]",2
655.png,0.007547616958618164,132,car,car,,"[[993, 409, 1133, 542], [709, 418, 837, 543]]",2
656.png,0.007175922393798828,139,car,,,"[[1000, 416, 1128, 536]]",1
657.png,0.0073697566986083984,135,car,,,"[[998, 416, 1138, 535]]",1
658.png,0.007687568664550781,130,car,car,,"[[830, 381, 1041, 534], [619, 441, 758, 534]]",2
659.png,0.007864236831665039,127,car,car,car,"[[812, 374, 1046, 535], [604, 435, 753, 540], [719, 553, 1145, 891]]",3
660.png,0.007824420928955078,127,car,car,,"[[809, 374, 1045, 537], [580, 437, 739, 540]]",2
661.png,0.007476329803466797,133,car,,,"[[716, 579, 1153, 983]]",1
662.png,0.006570339202880859,152,,,,[],0
663.png,0.006671428680419922,149,,,,[],0
664.png,0.006505012512207031,153,,,,[],0
665.png,0.006478786468505859,154,,,,[],0
666.png,0.006330728530883789,157,,,,[],0
667.png,0.0066394805908203125,150,,,,[],0
668.png,0.0065195560455322266,153,,,,[],0
669.png,0.00677037239074707,147,,,,[],0
670.png,0.007440805435180664,134,car,,,"[[554, 390, 691, 506]]",1
671.png,0.0064563751220703125,154,,,,[],0
672.png,0.0073108673095703125,136,car,,,"[[632, 412, 766, 515]]",1
673.png,0.0074825286865234375,133,car,,,"[[632, 412, 766, 515]]",1
674.png,0.0065724849700927734,152,,,,[],0
675.png,0.006525278091430664,153,,,,[],0
676.png,0.007212162017822266,138,aeroplane,,,"[[71, 284, 696, 465]]",1
677.png,0.0069141387939453125,144,car,,,"[[567, 394, 707, 474]]",1
678.png,0.007589101791381836,131,car,,,"[[581, 397, 715, 467]]",1
679.png,0.0072786808013916016,137,car,,,"[[572, 386, 706, 459]]",1
680.png,0.006679534912109375,149,,,,[],0
681.png,0.007267951965332031,137,aeroplane,,,"[[25, 170, 686, 419]]",1
682.png,0.007751941680908203,128,aeroplane,car,,"[[57, 162, 646, 431], [736, 515, 1209, 928]]",2
683.png,0.007180452346801758,139,car,,,"[[737, 494, 1217, 937]]",1
684.png,0.006954669952392578,143,,,,[],0
685.png,0.006560564041137695,152,,,,[],0
686.png,0.0065174102783203125,153,,,,[],0
687.png,0.007178306579589844,139,car,,,"[[738, 498, 1227, 933]]",1
688.png,0.007567882537841797,132,car,,,"[[737, 506, 1209, 942]]",1
689.png,0.007221221923828125,138,car,,,"[[739, 505, 1215, 934]]",1
690.png,0.007025957107543945,142,car,car,,"[[747, 509, 1205, 927], [610, 368, 794, 502]]",2
691.png,0.007254362106323242,137,car,,,"[[564, 369, 828, 525]]",1
692.png,0.007330656051635742,136,car,,,"[[539, 373, 816, 528]]",1
693.png,0.007614612579345703,131,car,car,,"[[707, 245, 1253, 1005], [500, 383, 789, 546]]",2
694.png,0.006494045257568359,153,,,,[],0
695.png,0.007134437561035156,140,bottle,,,"[[698, 243, 1236, 1001]]",1
696.png,0.006502866744995117,153,,,,[],0
697.png,0.0064983367919921875,153,,,,[],0
698.png,0.006463527679443359,154,,,,[],0
699.png,0.0074727535247802734,133,bottle,car,,"[[675, 239, 1256, 1008], [0, 238, 427, 678]]",2
